system timestamp,,,,total pulse counted since start
Hr,Min,Sec,mSec,this sec,total,flow/s
12,44,00,.050,-94.000000,0.000000,-0.208889
12,44,01,.049,15.000000,15.000000,0.033333
12,44,02,.049,7.000000,22.000000,0.015556
12,44,03,.049,11.000000,33.000000,0.024444
12,44,04,.050,8.000000,41.000000,0.017778
12,44,05,.050,5.000000,46.000000,0.011111
12,44,06,.050,10.000000,56.000000,0.022222
12,44,07,.050,15.000000,71.000000,0.033333
12,44,08,.050,6.000000,77.000000,0.013333
12,44,09,.050,9.000000,86.000000,0.020000
12,44,10,.050,10.000000,96.000000,0.022222
12,44,11,.050,11.000000,107.000000,0.024444
12,44,12,.050,13.000000,120.000000,0.028889
12,44,13,.050,11.000000,131.000000,0.024444
12,44,14,.050,4.000000,135.000000,0.008889
12,44,15,.050,7.000000,142.000000,0.015556
12,44,16,.050,5.000000,147.000000,0.011111
12,44,17,.050,12.000000,159.000000,0.026667
12,44,18,.050,11.000000,170.000000,0.024444
12,44,19,.049,7.000000,177.000000,0.015556
12,44,20,.049,9.000000,186.000000,0.020000
12,44,21,.049,7.000000,193.000000,0.015556
12,44,22,.050,12.000000,205.000000,0.026667
12,44,23,.050,15.000000,220.000000,0.033333
12,44,24,.050,11.000000,231.000000,0.024444
12,44,25,.050,5.000000,236.000000,0.011111
12,44,26,.050,12.000000,248.000000,0.026667
12,44,27,.050,9.000000,257.000000,0.020000
12,44,28,.050,13.000000,270.000000,0.028889
12,44,29,.050,15.000000,285.000000,0.033333
12,44,30,.050,7.000000,292.000000,0.015556
12,44,31,.050,18.000000,310.000000,0.040000
12,44,32,.050,31.000000,341.000000,0.068889
12,44,33,.050,26.000000,367.000000,0.057778
12,44,34,.050,30.000000,397.000000,0.066667
12,44,35,.050,30.000000,427.000000,0.066667
12,44,36,.049,33.000000,460.000000,0.073333
12,44,37,.049,25.000000,485.000000,0.055556
12,44,38,.049,29.000000,514.000000,0.064444
12,44,39,.050,28.000000,542.000000,0.062222
12,44,40,.050,33.000000,575.000000,0.073333
12,44,41,.050,29.000000,604.000000,0.064444
12,44,42,.050,28.000000,632.000000,0.062222
12,44,43,.050,31.000000,663.000000,0.068889
12,44,44,.050,32.000000,695.000000,0.071111
12,44,45,.050,31.000000,726.000000,0.068889
12,44,46,.050,32.000000,758.000000,0.071111
12,44,47,.050,26.000000,784.000000,0.057778
12,44,48,.050,26.000000,810.000000,0.057778
12,44,49,.050,30.000000,840.000000,0.066667
12,44,50,.050,30.000000,870.000000,0.066667
12,44,51,.050,27.000000,897.000000,0.060000
12,44,52,.050,26.000000,923.000000,0.057778
12,44,53,.050,26.000000,949.000000,0.057778
12,44,54,.049,27.000000,976.000000,0.060000
12,44,55,.049,27.000000,1003.000000,0.060000
12,44,56,.049,29.000000,1032.000000,0.064444
12,44,57,.050,32.000000,1064.000000,0.071111
12,44,58,.050,34.000000,1098.000000,0.075556
12,44,59,.050,26.000000,1124.000000,0.057778
12,45,00,.050,26.000000,1150.000000,0.057778
12,45,01,.050,28.000000,1178.000000,0.062222
12,45,02,.050,24.000000,1202.000000,0.053333
12,45,03,.050,26.000000,1228.000000,0.057778
12,45,04,.050,28.000000,1256.000000,0.062222
12,45,05,.050,31.000000,1287.000000,0.068889
12,45,06,.050,30.000000,1317.000000,0.066667
12,45,07,.050,24.000000,1341.000000,0.053333
12,45,08,.050,30.000000,1371.000000,0.066667
12,45,09,.050,30.000000,1401.000000,0.066667
12,45,10,.050,27.000000,1428.000000,0.060000
12,45,11,.049,29.000000,1457.000000,0.064444
12,45,12,.049,33.000000,1490.000000,0.073333
12,45,13,.049,32.000000,1522.000000,0.071111
12,45,14,.050,28.000000,1550.000000,0.062222
12,45,15,.050,27.000000,1577.000000,0.060000
12,45,16,.050,31.000000,1608.000000,0.068889
12,45,17,.050,33.000000,1641.000000,0.073333
12,45,18,.050,31.000000,1672.000000,0.068889
12,45,19,.050,31.000000,1703.000000,0.068889
12,45,20,.050,28.000000,1731.000000,0.062222
12,45,21,.050,29.000000,1760.000000,0.064444
12,45,22,.050,32.000000,1792.000000,0.071111
12,45,23,.050,26.000000,1818.000000,0.057778
12,45,24,.050,31.000000,1849.000000,0.068889
12,45,25,.050,28.000000,1877.000000,0.062222
12,45,26,.050,30.000000,1907.000000,0.066667
12,45,27,.050,27.000000,1934.000000,0.060000
12,45,28,.050,28.000000,1962.000000,0.062222
12,45,29,.049,31.000000,1993.000000,0.068889
12,45,30,.049,28.000000,2021.000000,0.062222
12,45,31,.049,26.000000,2047.000000,0.057778
12,45,32,.050,24.000000,2071.000000,0.053333
12,45,33,.050,25.000000,2096.000000,0.055556
12,45,34,.050,26.000000,2122.000000,0.057778
12,45,35,.050,28.000000,2150.000000,0.062222
12,45,36,.050,26.000000,2176.000000,0.057778
12,45,37,.050,24.000000,2200.000000,0.053333
12,45,38,.050,29.000000,2229.000000,0.064444
12,45,39,.050,26.000000,2255.000000,0.057778
12,45,40,.050,35.000000,2290.000000,0.077778
12,45,41,.050,28.000000,2318.000000,0.062222
12,45,42,.050,30.000000,2348.000000,0.066667
12,45,43,.050,27.000000,2375.000000,0.060000
12,45,44,.050,26.000000,2401.000000,0.057778
12,45,45,.050,28.000000,2429.000000,0.062222
12,45,46,.049,27.000000,2456.000000,0.060000
12,45,47,.049,26.000000,2482.000000,0.057778
12,45,48,.049,27.000000,2509.000000,0.060000
12,45,49,.050,28.000000,2537.000000,0.062222
12,45,50,.050,27.000000,2564.000000,0.060000
12,45,51,.050,30.000000,2594.000000,0.066667
12,45,52,.050,30.000000,2624.000000,0.066667
12,45,53,.050,29.000000,2653.000000,0.064444
12,45,54,.050,26.000000,2679.000000,0.057778
12,45,55,.050,26.000000,2705.000000,0.057778
12,45,56,.050,26.000000,2731.000000,0.057778
12,45,57,.050,24.000000,2755.000000,0.053333
12,45,58,.050,27.000000,2782.000000,0.060000
12,45,59,.050,24.000000,2806.000000,0.053333
12,46,00,.050,29.000000,2835.000000,0.064444
12,46,01,.050,26.000000,2861.000000,0.057778
12,46,02,.050,26.000000,2887.000000,0.057778
12,46,03,.050,24.000000,2911.000000,0.053333
12,46,04,.049,26.000000,2937.000000,0.057778
12,46,05,.049,26.000000,2963.000000,0.057778
12,46,06,.049,26.000000,2989.000000,0.057778
12,46,07,.050,26.000000,3015.000000,0.057778
12,46,08,.050,28.000000,3043.000000,0.062222
12,46,09,.050,29.000000,3072.000000,0.064444
12,46,10,.050,25.000000,3097.000000,0.055556
12,46,11,.050,16.000000,3113.000000,0.035556
12,46,12,.050,8.000000,3121.000000,0.017778
12,46,13,.050,0.000000,3121.000000,0.000000
12,46,14,.050,3.000000,3124.000000,0.006667
12,46,15,.050,11.000000,3135.000000,0.024444
12,46,16,.050,5.000000,3140.000000,0.011111
12,46,17,.050,7.000000,3147.000000,0.015556
12,46,18,.050,10.000000,3157.000000,0.022222
12,46,19,.050,8.000000,3165.000000,0.017778
12,46,20,.050,11.000000,3176.000000,0.024444
12,46,21,.049,10.000000,3186.000000,0.022222
12,46,22,.049,14.000000,3200.000000,0.031111
12,46,23,.049,10.000000,3210.000000,0.022222
12,46,24,.050,4.000000,3214.000000,0.008889
12,46,25,.050,13.000000,3227.000000,0.028889
12,46,26,.050,9.000000,3236.000000,0.020000
12,46,27,.050,7.000000,3243.000000,0.015556
12,46,28,.050,16.000000,3259.000000,0.035556
12,46,29,.050,8.000000,3267.000000,0.017778
12,46,30,.050,8.000000,3275.000000,0.017778
12,46,31,.050,11.000000,3286.000000,0.024444
12,46,32,.050,15.000000,3301.000000,0.033333
12,46,33,.050,11.000000,3312.000000,0.024444
12,46,34,.050,14.000000,3326.000000,0.031111
12,46,35,.050,7.000000,3333.000000,0.015556
12,46,36,.050,11.000000,3344.000000,0.024444
12,46,37,.050,16.000000,3360.000000,0.035556
12,46,38,.050,12.000000,3372.000000,0.026667
12,46,39,.049,15.000000,3387.000000,0.033333
12,46,40,.049,7.000000,3394.000000,0.015556
12,46,41,.049,7.000000,3401.000000,0.015556
12,46,42,.050,9.000000,3410.000000,0.020000
12,46,43,.050,14.000000,3424.000000,0.031111
12,46,44,.050,6.000000,3430.000000,0.013333
12,46,45,.050,12.000000,3442.000000,0.026667
12,46,46,.050,5.000000,3447.000000,0.011111
12,46,47,.050,11.000000,3458.000000,0.024444
12,46,48,.050,8.000000,3466.000000,0.017778
12,46,49,.050,8.000000,3474.000000,0.017778
12,46,50,.050,5.000000,3479.000000,0.011111
12,46,51,.050,8.000000,3487.000000,0.017778
12,46,52,.050,8.000000,3495.000000,0.017778
12,46,53,.050,14.000000,3509.000000,0.031111
12,46,54,.050,7.000000,3516.000000,0.015556
12,46,55,.050,14.000000,3530.000000,0.031111
12,46,56,.049,10.000000,3540.000000,0.022222
12,46,57,.049,8.000000,3548.000000,0.017778
12,46,58,.049,12.000000,3560.000000,0.026667
12,46,59,.050,9.000000,3569.000000,0.020000
12,47,00,.050,9.000000,3578.000000,0.020000
12,47,01,.050,9.000000,3587.000000,0.020000
12,47,02,.050,9.000000,3596.000000,0.020000
12,47,03,.050,11.000000,3607.000000,0.024444
12,47,04,.050,10.000000,3617.000000,0.022222
12,47,05,.050,7.000000,3624.000000,0.015556
12,47,06,.050,11.000000,3635.000000,0.024444
12,47,07,.050,9.000000,3644.000000,0.020000
12,47,08,.050,9.000000,3653.000000,0.020000
12,47,09,.050,11.000000,3664.000000,0.024444
12,47,10,.050,9.000000,3673.000000,0.020000
12,47,11,.050,8.000000,3681.000000,0.017778
12,47,12,.050,13.000000,3694.000000,0.028889
12,47,13,.050,7.000000,3701.000000,0.015556
12,47,14,.049,16.000000,3717.000000,0.035556
12,47,15,.049,14.000000,3731.000000,0.031111
12,47,16,.049,12.000000,3743.000000,0.026667
12,47,17,.050,17.000000,3760.000000,0.037778
12,47,18,.050,5.000000,3765.000000,0.011111
12,47,19,.050,7.000000,3772.000000,0.015556
12,47,20,.050,10.000000,3782.000000,0.022222
12,47,21,.050,7.000000,3789.000000,0.015556
12,47,22,.050,15.000000,3804.000000,0.033333
12,47,23,.050,7.000000,3811.000000,0.015556
12,47,24,.050,9.000000,3820.000000,0.020000
12,47,25,.050,13.000000,3833.000000,0.028889
12,47,26,.050,16.000000,3849.000000,0.035556
